FIX	NS	NF	LT	NUC	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	4.0	
0.04	0.02	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	1.0	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.02	2.02	0.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.02	1.0	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
0.0	2.04	2.02	2.0	5.0	
